,imdb_rating,imdb_total_votes,title,release_year,original_language,overview,budget,genres,release_date,revenue,runtime,spoken_languages,tmdb_rating,tmdb_total_votes,production_companies,production_countries,Watched,directors,writers
123,7.5,9841,Survive Style 5+,2004,ja,"Five bizarre stories with no apparent connection to one and other eventually become intertwined, resulting in surreal circumstances.",0.0,"['Mystery', ' Comedy', ' Thriller']",2004-09-25,0.0,120.0,"['en', ' ja']",7.223,164.0,['Tohokushinsha Film Corporation'],['JP'],0,Gen Sekiguchi,Taku Tada
124,7.1,4109,Dead Leaves,2004,ja,"Pandy and Retro awaken naked on Earth with no recollection of their past. They embark on a crime spree in search of food and clothing, but are captured by authorities and sent to the infamous lunar penitentiary named Dead Leaves.",0.0,"['Animation', ' Comedy', ' Crime', ' Science Fiction']",2004-01-17,0.0,52.0,['ja'],6.989,92.0,['Production I.G'],['JP'],0,Hiroyuki Imaishi,
125,7.4,66865,The Devil's Backbone,2001,es,"Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa Lucía orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.",4500000.0,"['Fantasy', ' Drama', ' Horror', ' Thriller']",2001-04-20,6582065.0,108.0,['es'],7.303,985.0,"['El Deseo', ' Producciones Anhelo', ' Canal+ España', ' Tequila Gang', ' Sogepaq']","['ES', ' MX']",0,Guillermo del Toro,
126,5.9,639,Wind from the East,1970,fr,A politically oriented film in which images suggestive of a mock western are accompanied by an attack on all cinematic conventions to date and a debate on the nature and possibility of revolutionary cinema.,0.0,['Drama'],1970-08-19,0.0,100.0,"['en', ' fr', ' it', ' pt']",6.825,20.0,"['Anouchka Films', ' CCC-Filmkunst', ' Polifilm']","['FR', ' DE', ' IT']",0,,
127,6.5,3655,Tout Va Bien,1972,fr,A strike at a French sausage factory contributes to the estrangement of a married filmmaker and his reporter wife.,0.0,['Drama'],1972-04-28,0.0,95.0,"['en', ' fr']",6.67,44.0,"['Anouchka Films', ' Empire Films', ' Vieco Films']","['FR', ' IT']",0,,
128,7.9,26051,Elevator to the Gallows,1958,fr,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",0.0,"['Crime', ' Drama', ' Thriller']",1958-01-29,263404.0,91.0,"['de', ' fr']",7.634,454.0,['Nouvelles Éditions de Films (NEF)'],['FR'],0,Louis Malle,
129,7.6,97368,Blood Simple,1984,en,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",1500000.0,"['Crime', ' Drama', ' Thriller']",1984-09-07,3851855.0,97.0,['en'],7.303,1097.0,"['Circle Films', ' River Road Productions', ' Foxton Entertainment']",['US'],0,,
130,8.0,52006,Le Samouraï,1967,fr,"After carrying out a flawlessly planned hit, Jef Costello, a contract killer with samurai instincts, finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him.",0.0,"['Crime', ' Thriller']",1967-10-25,39481.0,105.0,['fr'],7.87,794.0,"['Fida Cinematografica', ' Compagnie Industrielle et Commerciale Cinématographique (CICC)', ' Filmel', ' TC Productions']","['FR', ' IT']",0,Jean-Pierre Melville,
131,7.9,9628,The Fire Within,1963,fr,"Although his alcoholism has been treated, Alain still feels he is deeply unwell and does not feel he can leave the detoxification clinic once and for all. His wife, living in New York, continues to pay for his treatment, but no longer contacts him directly. He intends to commit suicide, but first takes a ride to Paris to catch up with old friends.",0.0,['Drama'],1963-10-15,0.0,108.0,['fr'],7.673,159.0,['Nouvelles Éditions de Films (NEF)'],['FR'],0,Louis Malle,
132,6.2,6,Coffin Joe's Heart of Darkness,2017,pt,One of the great iconic filmmakers of the horror genre returns with one of the final projects he will manage in his lifetime.,0.0,,2017-10-28,0.0,23.0,['pt'],0.0,0.0,,['BR'],0,,
133,6.3,133,"Meteorango Kid, Herói Intergaláctico",1969,pt,"In Bahia, in the late '60s, the alienated college student Lula spends his time protesting in the university, but without political orientation, wandering on the streets, smoking grass, trying to be an actor and having sex. Meanwhile, a common young man stalks women on the streets trying to have intercourse with them.",0.0,"['Drama', ' Comedy']",1969-01-01,0.0,85.0,['pt'],5.5,5.0,['ALO Produções Cinematográficas'],['BR'],0,André Luiz Oliveira,André Luiz Oliveira
134,6.6,198,Copacabana Mon Amour,1970,pt,Sônia and her homosexual brother are both believed by their mother to be possessed by the devil. She works as a prostitute in the streets of Copacabana and he’s a servant who falls madly in love with his employer.,0.0,"['Drama', ' Comedy']",1970-02-13,0.0,85.0,['pt'],6.6,8.0,['Belair Filmes'],['BR'],0,Rogério Sganzerla,Rogério Sganzerla
135,6.9,40316,Ravenous,1999,en,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims.",12000000.0,"['Horror', ' Western', ' Adventure']",1999-03-16,0.0,101.0,"['en', ' es']",6.792,465.0,"['20th Century Fox', ' Heyday Films', ' Fox 2000 Pictures', ' ETIC Films', ' Adam Fields Productions', ' Engulf & Devour Productions Inc.']","['US', ' GB']",0,Antonia Bird,Ted Griffin
136,6.1,5569,Mutant Blast,2018,pt,"Maria, a fearless soldier, and TS-347, a man with superhuman strength, are being pursued by a military cell responsible for scientific experiments that have resulted in a zombie apocalypse. On the way, they will meet Pedro, a man with few ambitions and a great hangover. Together, they will try to escape to a safe place, but complications will cross their paths in the form of a nuclear bomb.",0.0,"['Science Fiction', ' Horror', ' Comedy', ' Action']",2018-09-06,0.0,84.0,"['fr', ' pt']",6.5,8.0,"['Troma Entertainment', ' Alle Films']","['PT', ' US']",0,Fernando Alle,
137,7.8,16178,L'Atalante,1934,fr,"Capricious small-town girl Juliette and barge captain Jean marry after a whirlwind courtship, and she comes to live aboard his boat, L'Atalante. As they make their way down the Seine, Jean grows weary of Juliette's flirtations with his all-male crew, and Juliette longs to escape the monotony of the boat and experience the excitement of a big city. When she steals away to Paris by herself, her husband begins to think their marriage was a mistake.",0.0,"['Romance', ' Drama', ' Comedy']",1934-04-24,0.0,89.0,['fr'],7.534,324.0,['Jean-Louis Nounez'],['FR'],0,Jean Vigo,
138,6.8,142,Remonstrance,1972,no,"A meta-film about a film and the common man in our own political reality. A reality that is just scenes of a film without any cinematic development, but which might be plain reality tomorrow.",0.0,"['Drama', ' Crime']",1972-11-09,0.0,97.0,['no'],5.8,8.0,['Studio ABC'],['NO'],0,Erik Løchen,Erik Løchen
139,7.9,7039,"Argentina, 1985",2022,es,"In a David-vs-Goliath battle and under constant threat, Julio Strassera, Luis Moreno Ocampo and their young legal team of unlikely heroes dared to prosecute Argentina’s bloodiest military dictatorship against all odds and in a race against time to bring justice to the victims of the Military Junta.",0.0,"['Drama', ' History']",2022-09-29,0.0,141.0,['es'],8.3,126.0,"['La Unión de los Ríos', ' Infinity Hill', ' Kenya Films']","['AR', ' US', ' GB']",0,Santiago Mitre,
140,6.8,73842,Walk Hard: The Dewey Cox Story,2007,en,"Following a childhood tragedy, Dewey Cox follows a long and winding road to music stardom. Dewey perseveres through changing musical styles, an addiction to nearly every drug known and bouts of uncontrollable rage.",35000000.0,"['Comedy', ' Music', ' Drama']",2007-12-21,18317151.0,96.0,['en'],6.6,551.0,"['Columbia Pictures', ' Apatow Productions']",['US'],0,Jake Kasdan,
141,7.0,11342,Martin,1976,en,"Martin, who believes himself to be a vampire, goes to live with his elderly and hostile cousin in a small Pennsylvania town where he tries to redeem his blood-craving urges.",0.0,['Horror'],1976-12-15,0.0,95.0,['en'],6.824,199.0,['Laurel Entertainment'],['US'],0,George A. Romero,George A. Romero
142,7.2,23473,Cat People,1942,en,"Serbian fashion designer Irena Dubrovna and American marine engineer Oliver Reed meet in Central Park, fall in love, and marry after a brief courtship; but Irena won't consummate the union for fear that she will turn into a panther compelled to kill her lover, pursuant to a belief harbored by her home village.",134000.0,"['Horror', ' Drama']",1942-12-05,4000000.0,73.0,"['sr', ' en']",6.926,442.0,['RKO Radio Pictures'],['US'],0,Jacques Tourneur,DeWitt Bodeen
143,8.0,37719,Out of the Past,1947,en,"Jeff Bailey seems to be a mundane gas station owner in remote Bridgeport, CA. He is dating local girl Ann Miller and lives a quiet life. But Jeff has a secret past, and when a mysterious stranger arrives in town, Jeff is forced to return to the dark world he had tried to escape.",0.0,"['Crime', ' Drama', ' Romance', ' Thriller']",1947-11-25,0.0,97.0,['en'],7.697,438.0,['RKO Radio Pictures'],['US'],0,Jacques Tourneur,
144,8.1,172093,The Third Man,1949,en,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",0.0,"['Thriller', ' Mystery']",1949-08-31,1226098.0,104.0,"['en', ' ru', ' de']",7.98,1449.0,"['British Lion Films', ' London Films Productions']",['GB'],0,Carol Reed,
145,8.0,104975,Touch of Evil,1958,en,"When a car bomb explodes on the American side of the U.S./Mexico border, Mexican drug enforcement agent Miguel Vargas begins his investigation, along with American police captain Hank Quinlan. When Vargas begins to suspect that Quinlan and his shady partner, Menzies, are planting evidence to frame an innocent man, his investigations into their possible corruption quickly put himself and his new bride, Susie, in jeopardy.",829000.0,"['Crime', ' Thriller']",1958-03-30,2247500.0,111.0,"['en', ' es']",7.8,1161.0,['Universal International Pictures'],['US'],0,Orson Welles,
146,7.7,23114,Last Year at Marienbad,1961,fr,"In a strange and isolated chateau, a man becomes acquainted with a woman and insists that they have met before.",0.0,"['Drama', ' Romance']",1961-05-25,0.0,95.0,['fr'],7.505,386.0,"['Silver Films', ' Cinétel', ' Cormoran Films', ' Argos Films', ' Cineriz', ' Terra Film']","['FR', ' IT']",0,Alain Resnais,Alain Robbe-Grillet
147,8.0,47991,Sleuth,1972,en,A mystery novelist devises an insurance scam with his wife's lover – but things aren't exactly as they seem.,3500000.0,"['Mystery', ' Thriller', ' Crime']",1972-12-10,5750000.0,138.0,"['it', ' en']",7.688,479.0,['Palomar Pictures International'],['GB'],0,Joseph L. Mankiewicz,Anthony Shaffer
148,7.8,23053,That Obscure Object of Desire,1977,fr,"After dumping a bucket of water on a beautiful young woman from the window of a train car, wealthy Frenchman Mathieu, regales his fellow passengers with the story of the dysfunctional relationship between himself and the young woman in question, a fiery 19-year-old flamenco dancer named Conchita. What follows is a tale of cruelty, depravity and lies -- the very building blocks of love.",0.0,"['Comedy', ' Drama', ' Romance']",1977-08-17,0.0,103.0,"['es', ' fr']",7.482,282.0,"['Greenwich Film Production', ' Incine', ' Les Films Galaxie']","['FR', ' ES']",0,Luis Buñuel,
149,7.7,17076,F for Fake,1973,fr,"Documents the lives of infamous fakers Elmyr de Hory and Clifford Irving. De Hory, who later committed suicide to avoid more prison time, made his name by selling forged works of art by painters like Picasso and Matisse. Irving was infamous for writing a fake autobiography of Howard Hughes. Welles moves between documentary and fiction as he examines the fundamental elements of fraud and the people who commit fraud at the expense of others.",0.0,['Documentary'],1973-09-01,0.0,89.0,"['en', ' fr', ' es']",7.423,260.0,"['Janus Film und Fernsehen', "" Les Films de l'Astrophore"", ' SACI']","['FR', ' DE', ' IR']",0,,
150,7.1,14001,Code Unknown,2000,fr,"A series of events unfold like a chain reaction, all stemming from a minor event that brings the film's five characters together. Set in Paris, France, Anne is an actress whose boyfriend Georges photographs the war in Kosovo. Georges' brother, Jean, is looking for the entry code to Georges' apartment. These characters lives interconnect with a Romanian immigrant and a deaf teacher.",0.0,"['Drama', ' Romance', ' War']",2000-11-15,95242.0,118.0,"['ar', ' en', ' fr', ' de', ' ro']",6.781,178.0,"['France 2 Cinéma', ' ARTE France Cinéma', ' Canal+', ' Les Films Alain Sarde', ' Bavaria Film', ' ZDF', ' MK2 Films', ' Filmex Romania', ' Romanian Culture Ministry']","['AT', ' FR', ' DE', ' RO']",0,Michael Haneke,Michael Haneke
151,8.1,155578,On the Waterfront,1954,en,"Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.",910000.0,"['Crime', ' Drama']",1954-06-22,9600000.0,108.0,['en'],8.0,1246.0,"['Columbia Pictures', ' Horizon Pictures']",['US'],0,Elia Kazan,
152,6.9,74,Cara a Cara,1967,pt,"The story of a civil servant who lives with his elderly mother. Falling in love with a corrupt politician's young and rich daughter, he abandons himself to crazy and violent situations.",0.0,['Drama'],1967-01-01,0.0,72.0,['pt'],4.7,7.0,"['Difilm', ' Julio Bressane Produções Cinematográficas']",['BR'],0,Júlio Bressane,Júlio Bressane
153,7.4,167,The Guns,1964,en,"Traces the origins and actions of World War I, from the funeral of Britain's King Edward VII to the Versailles Treaty.",0.0,['Documentary'],1964-12-24,0.0,100.0,['en'],0.0,0.0,,,0,Nathan Kroll,
154,7.0,105882,Super Troopers,2001,en,"Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory.",1200000.0,"['Comedy', ' Crime', ' Mystery']",2001-01-18,18492362.0,100.0,['en'],6.584,889.0,"['Fox Searchlight Pictures', ' Broken Lizard Industries', ' Jersey Shore', ' Cataland Films', ' Árpád Productions']",['US'],0,Jay Chandrasekhar,
155,7.5,2678,Barren Lives,1963,pt,"In vivid images, the documentary-like story of a drover and his family in the northern badlands of Brazil during the drought. A family in the search of new hope and destiny.",0.0,['Drama'],1963-08-22,0.0,100.0,['pt'],7.3,69.0,['Sino Filmes'],['BR'],0,Nelson Pereira dos Santos,
156,7.5,750,"Rio, 40 Degrees C.",1955,pt,"Banned by Brazil’s Federal Department of Public Safety, Rio, 40 Graus is a landmark film that ushered in the wave of Cinema Novo in Brazil. The film chronicles a day in the life of five peanut vendors from Rio de Janeiro's favelas. This was one of the first Brazilian films to address the issues of race, poverty, and class.",0.0,['Drama'],1955-08-24,0.0,100.0,['pt'],7.1,25.0,['Equipe Moacyr Fenelon'],['BR'],0,Nelson Pereira dos Santos,
157,7.7,454,"Rio, Zona Norte",1957,pt,A talented songwriter of sambas is forced to face the social injustices of the city around him.,0.0,"['Drama', ' Music']",1957-08-26,0.0,83.0,['pt'],8.275,20.0,['Nelson Pereira dos Santos'],['BR'],0,Nelson Pereira dos Santos,Nelson Pereira dos Santos
158,5.9,35155,Undercover Brother,2002,en,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",25000000.0,"['Action', ' Comedy']",2002-05-31,41604473.0,86.0,['en'],5.827,312.0,['Universal Pictures'],['US'],0,Malcolm D. Lee,
